booking_id,customer_id,hotel_id,room_id,booking_date,check_in,check_out,stay_duration,adults,children,booking_channel,booking_status,room_type,room_price_per_night,discount_rate,discount_amount,tax_amount,total_amount,realized_revenue
25700,6350,2,42,2025-07-09,2025-08-08,2025-08-09,1,1,0,Website,Cancelled,Standard,4990.58,0.0,0.0,598.87,5589.45,0.0
25701,8761,4,96,2026-03-17,2026-05-01,2026-05-06,5,2,1,MakeMyTrip,Completed,Standard,4871.57,0.05,1217.89,2776.79,25916.75,25916.75
25702,7489,10,266,2024-07-14,2024-08-04,2024-08-05,1,1,1,MakeMyTrip,Completed,Executive,7961.94,0.1,796.19,859.89,8025.64,8025.64
25703,6093,17,417,2026-05-04,2026-05-09,2026-05-10,1,2,0,Expedia,Completed,Standard,4208.85,0.05,210.44,479.81,4478.22,4478.22
25704,3860,9,214,2025-05-26,2025-05-27,2025-05-28,1,2,2,Direct,Completed,Standard,4347.31,0.0,0.0,521.68,4868.99,4868.99
25705,1286,11,273,2025-05-20,2025-06-03,2025-06-04,1,3,0,MakeMyTrip,Cancelled,Deluxe,4804.79,0.1,480.48,518.92,4843.23,0.0
25706,8393,9,221,2024-07-14,2024-07-21,2024-07-23,2,1,0,Booking.com,Completed,Deluxe,6253.52,0.05,625.35,1425.8,13307.49,13307.49
25707,5688,19,478,2025-09-09,2025-10-09,2025-10-16,7,3,0,Direct,Confirmed,Deluxe,6305.86,0.1,4414.1,4767.23,44494.15,44494.15
25708,5239,13,323,2025-01-08,2025-01-11,2025-01-14,3,3,1,Expedia,Confirmed,Standard,4649.12,0.1,1394.74,1506.31,14058.94,14058.94
25709,8623,18,451,2025-07-03,2025-07-06,2025-07-07,1,2,0,MakeMyTrip,Completed,Deluxe,5792.1,0.1,579.21,625.55,5838.44,5838.44
25710,9498,14,369,2024-03-25,2024-03-27,2024-03-30,3,2,0,Corporate,Completed,Deluxe,5133.06,0.1,1539.92,1663.11,15522.37,15522.37
25711,5753,14,352,2025-08-26,2025-09-05,2025-09-07,2,2,1,MakeMyTrip,Completed,Executive,6666.12,0.1,1333.22,1439.88,13438.9,13438.9
25712,9655,18,452,2024-06-08,2024-06-11,2024-06-14,3,1,0,Booking.com,Cancelled,Suite,10943.71,0.1,3283.11,3545.76,33093.78,0.0
25713,1273,2,31,2026-05-25,2026-05-30,2026-06-03,4,2,0,Direct,No-show,Standard,5972.67,0.05,1194.53,2723.54,25419.68,0.0
25714,2545,2,28,2025-12-28,2026-01-02,2026-01-06,4,2,0,MakeMyTrip,Confirmed,Standard,5509.43,0.1,2203.77,2380.07,22214.02,22214.02
25715,1979,17,424,2024-02-25,2024-03-26,2024-03-28,2,1,0,Direct,Confirmed,Suite,9595.26,0.0,0.0,2302.86,21493.38,21493.38
25716,6030,6,150,2025-08-20,2025-08-25,2025-08-28,3,2,0,Goibibo,Cancelled,Standard,4047.71,0.15,1821.47,1238.6,11560.26,0.0
25717,751,13,324,2025-01-30,2025-02-13,2025-02-16,3,3,0,Corporate,Completed,Executive,9654.26,0.0,0.0,3475.53,32438.31,32438.31
25718,6864,7,160,2024-02-15,2024-02-22,2024-02-26,4,3,0,Website,No-show,Standard,3537.02,0.1,1414.81,1527.99,14261.26,0.0
25719,1814,14,365,2025-11-12,2025-11-14,2025-11-19,5,1,0,Booking.com,Completed,Standard,4472.66,0.15,3354.49,2281.06,21289.86,21289.86
25720,3802,17,440,2026-04-20,2026-04-22,2026-04-25,3,4,0,MakeMyTrip,Completed,Deluxe,5866.21,0.0,0.0,2111.84,19710.47,19710.47
25721,94,8,197,2025-09-04,2025-09-06,2025-09-10,4,2,0,Booking.com,Completed,Deluxe,6803.91,0.05,1360.78,3102.58,28957.44,28957.44
25722,9937,9,230,2025-07-28,2025-08-11,2025-08-15,4,2,2,MakeMyTrip,Completed,Deluxe,6341.78,0.0,0.0,3044.05,28411.17,28411.17
25723,6687,19,466,2025-02-09,2025-02-11,2025-02-12,1,2,0,Expedia,Completed,Deluxe,6440.97,0.05,322.05,734.27,6853.19,6853.19
25724,482,11,272,2024-08-15,2024-08-29,2024-09-01,3,2,0,Corporate,Confirmed,Standard,3068.06,0.0,0.0,1104.5,10308.68,10308.68
25725,1771,16,408,2026-02-01,2026-02-06,2026-02-08,2,3,2,Direct,Confirmed,Deluxe,5291.24,0.0,0.0,1269.9,11852.38,11852.38
25726,2289,15,374,2025-04-17,2025-04-19,2025-04-20,1,2,0,Direct,Completed,Executive,6145.14,0.0,0.0,737.42,6882.56,6882.56
25727,7773,4,88,2026-05-30,2026-06-01,2026-06-06,5,2,1,MakeMyTrip,Completed,Standard,4672.02,0.0,0.0,2803.21,26163.31,26163.31
25728,9272,16,409,2024-11-09,2024-11-23,2024-11-24,1,4,0,Expedia,Completed,Standard,3422.64,0.1,342.26,369.65,3450.02,3450.02
25729,7526,4,99,2026-05-02,2026-05-12,2026-05-15,3,4,1,Expedia,Completed,Standard,4299.43,0.0,0.0,1547.79,14446.08,14446.08
25730,2857,20,512,2026-03-22,2026-03-27,2026-03-28,1,4,0,Website,Completed,Standard,4417.77,0.05,220.89,503.63,4700.51,4700.51
25731,9916,12,306,2025-02-27,2025-03-13,2025-03-15,2,2,0,Website,Completed,Deluxe,7649.86,0.05,764.99,1744.17,16278.9,16278.9
25732,2819,1,17,2024-04-12,2024-04-13,2024-04-14,1,3,0,Walk-in,Completed,Standard,4086.42,0.15,612.96,416.81,3890.27,3890.27
25733,1317,15,372,2024-05-19,2024-05-22,2024-05-26,4,2,0,Booking.com,Completed,Deluxe,5156.95,0.0,0.0,2475.34,23103.14,23103.14
25734,3515,7,164,2025-12-27,2026-01-17,2026-01-20,3,3,1,Website,Cancelled,Executive,6541.81,0.1,1962.54,2119.55,19782.43,0.0
25735,9846,9,231,2026-01-20,2026-01-25,2026-01-30,5,4,1,MakeMyTrip,No-show,Standard,4922.67,0.1,2461.34,2658.24,24810.26,0.0
25736,6033,7,163,2024-10-14,2024-11-13,2024-11-16,3,2,0,Direct,Completed,Deluxe,5413.76,0.1,1624.13,1754.06,16371.21,16371.21
25737,2125,6,150,2025-09-14,2025-09-17,2025-09-20,3,2,0,Expedia,Cancelled,Standard,4047.71,0.1,1214.31,1311.46,12240.28,0.0
25738,2862,15,376,2026-01-30,2026-02-02,2026-02-04,2,2,0,Website,Confirmed,Suite,8520.79,0.0,0.0,2044.99,19086.57,19086.57
25739,3556,14,356,2026-05-09,2026-05-10,2026-05-12,2,1,0,Website,Completed,Deluxe,5616.72,0.0,0.0,1348.01,12581.45,12581.45
25740,6833,17,428,2024-05-29,2024-05-30,2024-05-31,1,3,0,MakeMyTrip,Completed,Deluxe,5782.7,0.2,1156.54,555.14,5181.3,5181.3
25741,2888,11,270,2025-07-07,2025-09-05,2025-09-08,3,2,0,Website,Completed,Standard,3300.46,0.0,0.0,1188.17,11089.55,11089.55
25742,9892,2,49,2025-04-13,2025-05-04,2025-05-05,1,3,1,Corporate,Confirmed,Executive,9280.0,0.0,0.0,1113.6,10393.6,10393.6
25743,6831,7,175,2026-02-10,2026-02-11,2026-02-14,3,4,0,Corporate,Confirmed,Standard,3346.42,0.05,501.96,1144.48,10681.77,10681.77
25744,1040,11,269,2025-03-16,2025-03-21,2025-03-24,3,3,0,Booking.com,Completed,Deluxe,3977.57,0.0,0.0,1431.93,13364.64,13364.64
25745,2749,16,394,2024-08-05,2024-08-07,2024-08-08,1,2,0,Booking.com,No-show,Standard,3532.48,0.15,529.87,360.31,3362.92,0.0
25746,1605,16,400,2024-04-14,2024-05-29,2024-06-02,4,3,0,MakeMyTrip,Completed,Deluxe,4892.7,0.0,0.0,2348.5,21919.3,21919.3
25747,3606,11,273,2025-11-20,2025-11-30,2025-12-04,4,2,0,Direct,Cancelled,Deluxe,4804.79,0.15,2882.87,1960.35,18296.64,0.0
25748,4852,7,177,2026-02-01,2026-02-03,2026-02-07,4,3,0,Goibibo,Completed,Executive,7081.03,0.05,1416.21,3228.95,30136.86,30136.86
25749,9607,1,5,2024-05-14,2024-06-04,2024-06-10,6,3,2,Corporate,Completed,Standard,4517.03,0.0,0.0,3252.26,30354.44,30354.44
25750,1942,5,124,2024-11-26,2024-12-06,2024-12-07,1,4,0,Booking.com,Completed,Standard,3515.01,0.15,527.25,358.53,3346.29,3346.29
25751,5380,1,19,2024-02-08,2024-02-09,2024-02-12,3,2,0,Goibibo,Confirmed,Deluxe,5927.64,0.0,0.0,2133.95,19916.87,19916.87
25752,1716,12,314,2024-11-23,2024-11-25,2024-11-28,3,2,0,Booking.com,Completed,Standard,5740.95,0.0,0.0,2066.74,19289.59,19289.59
25753,9716,11,278,2024-10-18,2024-10-23,2024-10-24,1,4,0,Direct,Completed,Standard,3468.77,0.1,346.88,374.63,3496.52,3496.52
25754,8665,12,311,2024-12-22,2024-12-25,2024-12-28,3,1,0,Corporate,Cancelled,Deluxe,6752.24,0.1,2025.67,2187.73,20418.77,0.0
25755,9869,1,22,2026-01-20,2026-01-25,2026-01-27,2,2,0,Website,Completed,Standard,4290.14,0.0,0.0,1029.63,9609.91,9609.91
25756,7788,15,376,2025-05-19,2025-05-24,2025-05-25,1,4,1,Walk-in,Completed,Suite,8520.79,0.0,0.0,1022.49,9543.28,9543.28
25757,9250,18,445,2025-05-30,2025-07-29,2025-07-30,1,2,1,MakeMyTrip,Completed,Standard,4713.13,0.0,0.0,565.58,5278.71,5278.71
25758,8647,9,222,2025-04-07,2025-04-09,2025-04-10,1,4,1,Booking.com,Completed,Executive,7575.17,0.05,378.76,863.57,8059.98,8059.98
25759,21,10,240,2025-03-15,2025-05-14,2025-05-16,2,2,0,MakeMyTrip,No-show,Deluxe,6821.21,0.15,2046.36,1391.53,12987.58,0.0
25760,3069,14,347,2024-05-12,2024-05-22,2024-05-25,3,3,2,Booking.com,Confirmed,Deluxe,5309.8,0.0,0.0,1911.53,17840.93,17840.93
25761,6106,13,321,2024-01-23,2024-01-30,2024-02-01,2,1,1,Goibibo,Completed,Deluxe,6762.53,0.2,2705.01,1298.41,12118.45,12118.45
25762,3677,13,341,2024-09-16,2024-09-18,2024-09-20,2,2,1,Corporate,No-show,Standard,5011.56,0.1,1002.31,1082.5,10103.3,0.0
25763,4690,12,299,2025-09-29,2025-11-28,2025-11-29,1,2,1,Direct,Cancelled,Executive,9600.81,0.0,0.0,1152.1,10752.91,0.0
25764,5723,20,496,2026-04-04,2026-06-03,2026-06-05,2,2,1,MakeMyTrip,Cancelled,Standard,4272.4,0.0,0.0,1025.38,9570.18,0.0
25765,496,6,138,2025-04-28,2025-05-28,2025-06-01,4,2,1,Website,Confirmed,Standard,3848.72,0.0,0.0,1847.39,17242.27,17242.27
25766,1221,1,10,2024-10-28,2024-11-27,2024-11-29,2,3,0,MakeMyTrip,Confirmed,Standard,4206.19,0.0,0.0,1009.49,9421.87,9421.87
25767,1145,14,354,2025-02-09,2025-03-11,2025-03-13,2,3,2,Booking.com,Completed,Deluxe,5229.41,0.1,1045.88,1129.55,10542.49,10542.49
25768,8484,5,130,2024-06-14,2024-06-19,2024-06-22,3,4,0,Website,Confirmed,Standard,4038.03,0.0,0.0,1453.69,13567.78,13567.78
25769,9363,11,271,2026-03-03,2026-03-05,2026-03-07,2,1,0,Corporate,Completed,Standard,3127.46,0.1,625.49,675.53,6304.96,6304.96
25770,2155,4,112,2024-01-31,2024-02-05,2024-02-11,6,1,2,Goibibo,Completed,Deluxe,5621.93,0.1,3373.16,3643.01,34001.43,34001.43
25771,2586,12,295,2026-05-23,2026-05-25,2026-05-28,3,2,0,Expedia,Completed,Standard,5367.66,0.05,805.15,1835.74,17133.57,17133.57
25772,6628,18,462,2024-04-29,2024-05-02,2024-05-09,7,2,0,MakeMyTrip,Completed,Standard,4192.52,0.2,5869.53,2817.37,26295.49,26295.49
25773,8357,9,231,2025-05-10,2025-05-20,2025-05-24,4,4,0,MakeMyTrip,Completed,Standard,4922.67,0.05,984.53,2244.74,20950.88,20950.88
25774,4086,13,344,2024-08-01,2024-08-22,2024-08-24,2,2,0,Corporate,Confirmed,Standard,4634.43,0.0,0.0,1112.26,10381.12,10381.12
25775,4452,20,503,2026-02-27,2026-04-13,2026-04-14,1,2,1,Direct,Completed,Standard,4300.33,0.05,215.02,490.24,4575.55,4575.55
25776,6592,14,360,2025-04-29,2025-05-02,2025-05-06,4,2,0,MakeMyTrip,Completed,Suite,9698.33,0.15,5819.0,3956.92,36931.24,36931.24
25777,9860,7,171,2025-05-03,2025-05-24,2025-05-25,1,2,0,Goibibo,Confirmed,Deluxe,5220.89,0.0,0.0,626.51,5847.4,5847.4
25778,2869,9,213,2025-06-11,2025-06-25,2025-06-26,1,2,0,MakeMyTrip,Completed,Deluxe,5999.29,0.0,0.0,719.91,6719.2,6719.2
25779,7895,1,11,2024-11-03,2024-11-13,2024-11-15,2,3,0,MakeMyTrip,Completed,Executive,7189.52,0.0,0.0,1725.48,16104.52,16104.52
25780,1171,8,195,2026-04-20,2026-04-30,2026-05-04,4,3,1,MakeMyTrip,Completed,Standard,5350.7,0.0,0.0,2568.34,23971.14,23971.14
25781,1354,4,106,2024-08-15,2024-08-17,2024-08-18,1,4,0,Booking.com,Cancelled,Deluxe,6177.92,0.0,0.0,741.35,6919.27,0.0
25782,7768,7,160,2025-12-04,2025-12-05,2025-12-11,6,1,0,Website,Completed,Standard,3537.02,0.0,0.0,2546.65,23768.77,23768.77
25783,2963,6,149,2025-02-17,2025-02-20,2025-02-21,1,3,1,Direct,Completed,Executive,6117.06,0.0,0.0,734.05,6851.11,6851.11
25784,2513,19,478,2024-06-17,2024-08-16,2024-08-19,3,4,1,Website,Cancelled,Deluxe,6305.86,0.05,945.88,2156.6,20128.31,0.0
25785,1164,2,27,2024-04-09,2024-04-16,2024-04-18,2,1,0,MakeMyTrip,Completed,Standard,4984.57,0.05,498.46,1136.48,10607.16,10607.16
25786,2230,16,392,2025-06-04,2025-06-07,2025-06-09,2,3,0,Booking.com,Completed,Standard,3346.37,0.1,669.27,722.82,6746.28,6746.28
25787,7435,3,74,2026-05-24,2026-05-27,2026-05-28,1,2,0,Corporate,Completed,Deluxe,6516.93,0.0,0.0,782.03,7298.96,7298.96
25788,9704,6,141,2024-10-11,2024-10-13,2024-10-16,3,4,0,Goibibo,Completed,Standard,3931.47,0.15,1769.16,1203.03,11228.28,11228.28
25789,140,2,48,2025-03-29,2025-04-08,2025-04-10,2,2,0,Corporate,Completed,Deluxe,7478.13,0.0,0.0,1794.75,16751.01,16751.01
25790,5735,12,289,2024-09-24,2024-11-08,2024-11-09,1,3,0,Booking.com,Cancelled,Deluxe,7953.21,0.1,795.32,858.95,8016.84,0.0
25791,7925,6,133,2025-07-01,2025-08-15,2025-08-16,1,3,2,Direct,Completed,Executive,6852.59,0.0,0.0,822.31,7674.9,7674.9
25792,9837,19,476,2024-01-02,2024-01-03,2024-01-05,2,1,0,Direct,Completed,Standard,4871.87,0.0,0.0,1169.25,10912.99,10912.99
25793,2813,1,7,2026-05-20,2026-06-10,2026-06-12,2,2,0,Direct,Completed,Standard,4302.11,0.0,0.0,1032.51,9636.73,9636.73
25794,5818,19,477,2025-06-18,2025-06-21,2025-06-28,7,2,0,Website,Completed,Deluxe,6757.57,0.0,0.0,5676.36,52979.35,52979.35
25795,2201,8,196,2025-04-25,2025-04-26,2025-04-30,4,3,0,Expedia,Cancelled,Deluxe,6740.88,0.1,2696.35,2912.06,27179.23,0.0
25796,7742,9,226,2025-05-18,2025-05-21,2025-05-22,1,3,1,Walk-in,Completed,Standard,4686.37,0.05,234.32,534.25,4986.3,4986.3
25797,1418,11,271,2024-06-11,2024-06-12,2024-06-14,2,1,0,Booking.com,Completed,Standard,3127.46,0.2,1250.98,600.47,5604.41,5604.41
25798,6873,3,71,2026-03-17,2026-03-24,2026-03-25,1,2,1,Goibibo,Cancelled,Deluxe,7047.83,0.0,0.0,845.74,7893.57,0.0
25799,2464,14,350,2025-05-25,2025-06-01,2025-06-07,6,2,0,Expedia,Completed,Suite,10225.13,0.05,3067.54,6993.99,65277.23,65277.23
25800,5853,1,9,2025-10-23,2025-11-13,2025-11-15,2,2,2,Corporate,Completed,Standard,4361.95,0.0,0.0,1046.87,9770.77,9770.77
25801,1585,10,254,2025-11-19,2025-11-21,2025-11-22,1,2,0,Website,Completed,Standard,5462.54,0.0,0.0,655.5,6118.04,6118.04
25802,5985,13,335,2025-04-02,2025-04-23,2025-04-26,3,3,0,Expedia,Completed,Deluxe,7014.59,0.0,0.0,2525.25,23569.02,23569.02
25803,1308,10,260,2024-07-31,2024-08-07,2024-08-08,1,3,0,Website,Completed,Deluxe,6963.01,0.0,0.0,835.56,7798.57,7798.57
25804,9852,18,458,2025-12-22,2026-01-01,2026-01-06,5,3,0,Direct,Completed,Standard,4294.21,0.0,0.0,2576.53,24047.58,24047.58
25805,8708,10,263,2025-12-08,2025-12-18,2025-12-22,4,2,0,Corporate,Confirmed,Executive,8174.09,0.05,1634.82,3727.39,34788.93,34788.93
25806,9246,3,79,2025-05-22,2025-05-23,2025-05-24,1,3,1,MakeMyTrip,Cancelled,Standard,5397.66,0.15,809.65,550.56,5138.57,0.0
25807,7198,1,24,2025-05-15,2025-05-29,2025-06-05,7,2,0,MakeMyTrip,Completed,Standard,4541.52,0.05,1589.53,3624.13,33825.24,33825.24
25808,6357,7,163,2025-07-01,2025-07-22,2025-07-25,3,2,0,Website,Completed,Deluxe,5413.76,0.05,812.06,1851.51,17280.72,17280.72
25809,762,19,468,2025-11-22,2025-11-25,2025-11-29,4,4,1,MakeMyTrip,Cancelled,Standard,4619.99,0.0,0.0,2217.6,20697.56,0.0
25810,6353,1,16,2025-02-08,2025-02-10,2025-02-16,6,2,0,Corporate,Completed,Standard,3980.91,0.05,1194.27,2722.94,25414.13,25414.13
25811,1799,7,161,2025-09-18,2025-09-25,2025-09-26,1,1,2,Corporate,No-show,Deluxe,4766.19,0.05,238.31,543.35,5071.23,0.0
25812,5478,3,73,2025-03-18,2025-03-23,2025-03-24,1,3,1,Website,Completed,Executive,8030.82,0.1,803.08,867.33,8095.07,8095.07
25813,6654,8,206,2025-03-15,2025-03-25,2025-03-28,3,3,0,Expedia,Confirmed,Standard,4972.08,0.0,0.0,1789.95,16706.19,16706.19
25814,9217,20,498,2025-10-23,2025-10-30,2025-11-02,3,2,0,Website,Completed,Suite,10067.12,0.0,0.0,3624.16,33825.52,33825.52
25815,6162,20,501,2024-10-19,2024-10-20,2024-10-21,1,3,0,Booking.com,Completed,Standard,4241.58,0.0,0.0,508.99,4750.57,4750.57
25816,1367,13,318,2025-09-27,2025-09-29,2025-10-01,2,2,0,Website,Completed,Executive,9642.13,0.1,1928.43,2082.7,19438.53,19438.53
25817,3243,4,112,2024-07-08,2024-09-06,2024-09-10,4,2,0,Corporate,Completed,Deluxe,5621.93,0.0,0.0,2698.53,25186.25,25186.25
25818,3390,14,345,2025-09-08,2025-11-07,2025-11-09,2,4,1,MakeMyTrip,Completed,Deluxe,6021.21,0.1,1204.24,1300.58,12138.76,12138.76
25819,6942,12,294,2024-07-29,2024-08-28,2024-08-30,2,4,2,MakeMyTrip,No-show,Executive,10236.08,0.0,0.0,2456.66,22928.82,0.0
25820,5801,4,92,2025-08-11,2025-08-16,2025-08-17,1,3,0,Booking.com,Completed,Deluxe,6545.33,0.05,327.27,746.17,6964.23,6964.23
25821,197,3,68,2025-01-26,2025-02-02,2025-02-03,1,2,0,Direct,Completed,Deluxe,7003.39,0.05,350.17,798.39,7451.61,7451.61
25822,7387,2,50,2024-12-16,2024-12-19,2024-12-22,3,2,1,MakeMyTrip,Completed,Standard,5599.98,0.15,2519.99,1713.59,15993.54,15993.54
25823,8976,13,335,2024-11-05,2024-11-06,2024-11-08,2,2,1,Direct,Cancelled,Deluxe,7014.59,0.1,1402.92,1515.15,14141.41,0.0
25824,6841,12,296,2025-12-02,2025-12-16,2025-12-17,1,2,1,Corporate,Confirmed,Standard,5636.56,0.05,281.83,642.57,5997.3,5997.3
25825,9867,10,260,2025-11-15,2025-11-18,2025-11-20,2,2,0,Expedia,Confirmed,Deluxe,6963.01,0.1,1392.6,1504.01,14037.43,14037.43
25826,6792,15,370,2025-03-10,2025-03-13,2025-03-17,4,2,0,Website,Confirmed,Executive,7111.46,0.1,2844.58,3072.15,28673.41,28673.41
25827,9343,19,478,2025-04-11,2025-04-14,2025-04-16,2,2,0,Website,Completed,Deluxe,6305.86,0.1,1261.17,1362.07,12712.61,12712.61
25828,9819,20,495,2025-06-22,2025-06-23,2025-06-24,1,3,1,Goibibo,Confirmed,Suite,9375.33,0.15,1406.3,956.28,8925.31,8925.31
25829,2454,16,402,2026-04-07,2026-04-14,2026-04-15,1,2,1,Direct,Completed,Standard,3487.7,0.05,174.38,397.6,3710.91,3710.91
25830,5652,17,439,2026-02-14,2026-02-17,2026-02-18,1,2,0,Direct,No-show,Suite,10200.51,0.0,0.0,1224.06,11424.57,0.0
25831,9274,20,505,2025-01-01,2025-01-15,2025-01-19,4,2,0,Website,Completed,Deluxe,5329.73,0.1,2131.89,2302.44,21489.47,21489.47
25832,8275,16,392,2026-06-23,2026-06-25,2026-06-26,1,4,0,Booking.com,Completed,Standard,3346.37,0.0,0.0,401.56,3747.93,3747.93
25833,5243,3,77,2024-11-04,2024-11-06,2024-11-08,2,2,0,Booking.com,Completed,Standard,4853.75,0.0,0.0,1164.9,10872.4,10872.4
25834,8207,19,482,2024-11-26,2024-12-01,2024-12-04,3,2,1,Booking.com,Completed,Deluxe,6539.37,0.05,980.91,2236.46,20873.67,20873.67
25835,9790,9,237,2025-08-31,2025-09-10,2025-09-13,3,2,0,Booking.com,Cancelled,Deluxe,6716.57,0.0,0.0,2417.97,22567.68,0.0
25836,1317,7,166,2026-03-15,2026-04-29,2026-05-01,2,2,2,Goibibo,Cancelled,Suite,9021.97,0.0,0.0,2165.27,20209.21,0.0
25837,6389,3,66,2025-04-11,2025-04-13,2025-04-14,1,1,0,Goibibo,Completed,Standard,4915.13,0.0,0.0,589.82,5504.95,5504.95
25838,6212,11,269,2025-06-06,2025-06-08,2025-06-11,3,2,0,Booking.com,Completed,Deluxe,3977.57,0.0,0.0,1431.93,13364.64,13364.64
25839,2477,4,111,2024-04-11,2024-04-18,2024-04-20,2,1,1,Goibibo,No-show,Deluxe,5791.36,0.1,1158.27,1250.93,11675.38,0.0
25840,2280,1,13,2025-05-07,2025-05-14,2025-05-20,6,2,2,MakeMyTrip,Completed,Deluxe,5625.84,0.1,3375.5,3645.54,34025.08,34025.08
25841,616,14,365,2025-02-15,2025-02-18,2025-02-25,7,1,1,Website,Completed,Standard,4472.66,0.05,1565.43,3569.18,33312.37,33312.37
25842,7581,10,243,2024-05-06,2024-06-20,2024-06-27,7,1,1,MakeMyTrip,Confirmed,Suite,12947.46,0.15,13594.83,9244.49,86281.87,86281.87
25843,3613,8,182,2024-02-22,2024-02-23,2024-02-24,1,4,0,Expedia,Completed,Standard,5944.57,0.0,0.0,713.35,6657.92,6657.92
25844,3964,12,311,2024-09-01,2024-09-15,2024-09-16,1,2,0,Direct,Completed,Deluxe,6752.24,0.0,0.0,810.27,7562.51,7562.51
25845,304,3,61,2024-10-31,2024-11-07,2024-11-10,3,3,0,Expedia,Cancelled,Suite,13345.49,0.0,0.0,4804.38,44840.85,0.0
25846,3230,9,229,2025-03-08,2025-03-09,2025-03-11,2,2,0,Goibibo,Completed,Standard,4142.49,0.1,828.5,894.78,8351.26,8351.26
25847,8651,20,494,2025-03-11,2025-03-13,2025-03-14,1,1,0,Goibibo,Completed,Executive,7717.11,0.05,385.86,879.75,8211.01,8211.01
25848,2082,20,496,2026-04-15,2026-05-06,2026-05-10,4,2,1,Corporate,Cancelled,Standard,4272.4,0.05,854.48,1948.21,18183.33,0.0
25849,5449,19,483,2024-01-18,2024-01-25,2024-01-26,1,3,0,Booking.com,No-show,Standard,4969.27,0.0,0.0,596.31,5565.58,0.0
25850,7723,3,62,2025-06-03,2025-06-24,2025-06-26,2,2,2,Direct,Cancelled,Deluxe,6643.36,0.0,0.0,1594.41,14881.13,0.0
25851,2429,10,264,2026-01-06,2026-01-08,2026-01-09,1,2,1,Expedia,Confirmed,Executive,8870.8,0.15,1330.62,904.82,8445.0,8445.0
25852,9602,7,173,2025-04-01,2025-04-15,2025-04-18,3,4,0,Walk-in,Completed,Standard,3533.3,0.15,1589.99,1081.19,10091.1,10091.1
25853,3525,17,421,2025-03-04,2025-03-14,2025-03-17,3,2,0,Website,Completed,Executive,7055.96,0.0,0.0,2540.15,23708.03,23708.03
25854,86,20,516,2024-01-05,2024-01-10,2024-01-12,2,4,0,Goibibo,Cancelled,Standard,3754.62,0.05,375.46,856.05,7989.83,0.0
25855,360,1,21,2024-11-21,2024-11-23,2024-11-25,2,3,0,MakeMyTrip,Confirmed,Executive,7189.08,0.0,0.0,1725.38,16103.54,16103.54
25856,2431,19,488,2024-06-06,2024-07-06,2024-07-13,7,4,1,Direct,Cancelled,Deluxe,6140.97,0.0,0.0,5158.41,48145.2,0.0
25857,6310,15,385,2024-05-18,2024-05-21,2024-05-24,3,1,0,MakeMyTrip,Completed,Standard,3951.69,0.05,592.75,1351.48,12613.79,12613.79
25858,4247,6,146,2025-09-27,2025-11-11,2025-11-13,2,2,0,Walk-in,Completed,Standard,3417.93,0.05,341.79,779.29,7273.36,7273.36
25859,6447,1,19,2024-03-04,2024-03-09,2024-03-13,4,3,2,Walk-in,No-show,Deluxe,5927.64,0.1,2371.06,2560.74,23900.24,0.0
25860,5553,15,379,2025-05-27,2025-06-01,2025-06-03,2,2,2,Website,Confirmed,Executive,6123.57,0.0,0.0,1469.66,13716.8,13716.8
25861,5904,17,417,2025-10-31,2025-11-02,2025-11-05,3,2,1,Direct,Cancelled,Standard,4208.85,0.0,0.0,1515.19,14141.74,0.0
25862,1779,9,234,2024-10-11,2024-12-10,2024-12-12,2,3,0,Booking.com,Completed,Deluxe,5648.73,0.05,564.87,1287.91,12020.5,12020.5
25863,2978,1,12,2024-03-10,2024-03-24,2024-03-26,2,3,0,MakeMyTrip,Completed,Suite,10846.59,0.0,0.0,2603.18,24296.36,24296.36
25864,9795,15,376,2026-03-22,2026-04-05,2026-04-08,3,2,0,Booking.com,Completed,Suite,8520.79,0.1,2556.24,2760.74,25766.87,25766.87
25865,6870,17,425,2025-11-20,2025-11-22,2025-11-24,2,3,0,Website,Completed,Deluxe,5733.16,0.0,0.0,1375.96,12842.28,12842.28
25866,2417,3,68,2025-09-27,2025-10-02,2025-10-07,5,4,0,Goibibo,Completed,Deluxe,7003.39,0.0,0.0,4202.03,39218.98,39218.98
25867,5030,9,211,2025-02-10,2025-02-24,2025-02-26,2,3,0,Booking.com,Completed,Deluxe,6059.44,0.1,1211.89,1308.84,12215.83,12215.83
25868,3057,2,30,2025-06-03,2025-06-04,2025-06-07,3,1,0,Goibibo,Cancelled,Standard,5034.68,0.0,0.0,1812.48,16916.52,0.0
25869,2181,2,51,2024-08-01,2024-08-31,2024-09-03,3,2,0,Website,Completed,Standard,5513.3,0.05,827.0,1885.55,17598.45,17598.45
25870,1517,2,34,2025-06-17,2025-07-01,2025-07-07,6,2,1,Goibibo,Completed,Executive,10387.48,0.15,9348.73,6357.14,59333.29,59333.29
25871,873,20,511,2025-04-10,2025-04-11,2025-04-15,4,3,0,Booking.com,Cancelled,Standard,3931.6,0.1,1572.64,1698.45,15852.21,0.0
25872,1480,19,472,2024-05-29,2024-06-08,2024-06-13,5,2,1,Booking.com,Completed,Standard,4355.8,0.05,1088.95,2482.81,23172.86,23172.86
25873,8620,2,40,2025-04-08,2025-04-18,2025-04-22,4,2,1,MakeMyTrip,Confirmed,Standard,6018.96,0.1,2407.58,2600.19,24268.45,24268.45
